StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	72691	4/2/1996 1:45:00 PM	4/2/1996 1:45:00 PM		Chloride (mg/l)	91.107	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	73535	5/28/1996 2:05:00 PM	5/28/1996 2:05:00 PM		Chloride (mg/l)	41.239	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	74038	6/25/1996 1:15:00 PM	6/25/1996 1:15:00 PM		Chloride (mg/l)	33.859	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	74505	7/30/1996 1:20:00 PM	7/30/1996 1:20:00 PM		Chloride (mg/l)	121	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	74921	8/27/1996 1:25:00 PM	8/27/1996 1:25:00 PM		Chloride (mg/l)	82.055	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	75180	9/17/1996 2:35:00 PM	9/17/1996 2:35:00 PM		Chloride (mg/l)	193R	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	75643	10/15/1996 3:30:00 PM	10/15/1996 3:30:00 PM		Chloride (mg/l)	188	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	75933	11/12/1996 2:20:00 PM	11/12/1996 2:20:00 PM		Chloride (mg/l)	84.099	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	76372	12/17/1996 1:35:00 PM	12/17/1996 1:35:00 PM		Chloride (mg/l)	61.438	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	76538	1/21/1997 2:35:00 PM	1/21/1997 2:35:00 PM		Chloride (mg/l)	75.931	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	76895	2/18/1997 1:35:00 PM	2/18/1997 1:35:00 PM		Chloride (mg/l)	98.706	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	77185	3/18/1997 1:40:00 PM	3/18/1997 1:40:00 PM		Chloride (mg/l)	35.572	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	77504	4/22/1997 1:30:00 PM	4/22/1997 1:30:00 PM		Chloride (mg/l)	112	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	77894	5/27/1997 2:25:00 PM	5/27/1997 2:25:00 PM		Chloride (mg/l)	99.931	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	78245	6/24/1997 1:00:00 PM	6/24/1997 1:00:00 PM		Chloride (mg/l)	99.706	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	78545	7/22/1997 1:45:00 PM	7/22/1997 1:45:00 PM		Chloride (mg/l)	112.176	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	78847	8/25/1997 1:35:00 PM	8/25/1997 1:35:00 PM		Chloride (mg/l)	83.0R	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	79079	9/9/1997 1:15:00 PM	9/9/1997 1:15:00 PM		Chloride (mg/l)	95.2R	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	79437	10/7/1997 2:00:00 PM	10/7/1997 2:00:00 PM		Chloride (mg/l)	99.3	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	79839	11/18/1997 2:30:00 PM	11/18/1997 2:30:00 PM		Chloride (mg/l)	139.361	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	80235	12/30/1997 1:55:00 PM	12/30/1997 1:55:00 PM		Chloride (mg/l)	78.544	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	80514	1/27/1998 2:00:00 PM	1/27/1998 2:00:00 PM		Chloride (mg/l)	49.53	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	81178	3/24/1998 1:25:00 PM	3/24/1998 1:25:00 PM		Chloride (mg/l)	29.28	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	81524	4/28/1998 1:15:00 PM	4/28/1998 1:15:00 PM		Chloride (mg/l)	65.388	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	81878	5/19/1998 1:35:00 PM	5/19/1998 1:35:00 PM		Chloride (mg/l)	60.9	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	82152	6/8/1998 12:20:00 PM	6/8/1998 12:20:00 PM		Chloride (mg/l)	74.8	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	82731	7/28/1998 1:35:00 PM	7/28/1998 1:35:00 PM		Chloride (mg/l)	117R	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	83132	8/25/1998 12:45:00 PM	8/25/1998 12:45:00 PM		Chloride (mg/l)	207	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
