StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	68455	5/30/1995 2:20:00 PM	5/30/1995 2:20:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	68874	6/27/1995 11:55:00 AM	6/27/1995 11:55:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	69118	7/18/1995 12:50:00 PM	7/18/1995 12:50:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	69512	8/15/1995 5:10:00 PM	8/15/1995 5:10:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	70339	10/10/1995 1:45:00 PM	10/10/1995 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	70722	11/7/1995 12:30:00 PM	11/7/1995 12:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	71157	12/5/1995 1:15:00 PM	12/5/1995 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	71394	1/2/1996 2:35:00 PM	1/2/1996 2:35:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	71838	2/6/1996 1:55:00 PM	2/6/1996 1:55:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	72420	3/12/1996 1:35:00 PM	3/12/1996 1:35:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	72691	4/2/1996 1:45:00 PM	4/2/1996 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	73535	5/28/1996 2:05:00 PM	5/28/1996 2:05:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	74038	6/25/1996 1:15:00 PM	6/25/1996 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	74505	7/30/1996 1:20:00 PM	7/30/1996 1:20:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	75180	9/17/1996 2:35:00 PM	9/17/1996 2:35:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	75933	11/12/1996 2:20:00 PM	11/12/1996 2:20:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	76538	1/21/1997 2:35:00 PM	1/21/1997 2:35:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	79079	9/9/1997 1:15:00 PM	9/9/1997 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	82731	7/28/1998 1:35:00 PM	7/28/1998 1:35:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	83514	9/29/1998 1:15:00 PM	9/29/1998 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	84170	11/17/1998 1:05:00 PM	11/17/1998 1:05:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	84802	1/26/1999 1:55:00 PM	1/26/1999 1:55:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	85466	3/16/1999 12:50:00 PM	3/16/1999 12:50:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	86502	5/25/1999 2:30:00 PM	5/25/1999 2:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	87300	7/27/1999 1:49:00 PM	7/27/1999 1:49:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	88228	9/28/1999 1:40:00 PM	9/28/1999 1:40:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	88765	11/16/1999 3:36:00 PM	11/16/1999 3:36:00 PM		Cadmium (ug/l)	2.03	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	89397	1/18/2000 6:05:00 PM	1/18/2000 6:05:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	90104	3/21/2000 1:30:00 PM	3/21/2000 1:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	90919	5/23/2000 2:09:00 PM	5/23/2000 2:09:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	91747	7/25/2000 2:00:00 PM	7/25/2000 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	92342	9/12/2000 2:01:00 PM	9/12/2000 2:01:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	93178	11/7/2000 4:50:00 PM	11/7/2000 4:50:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	93815	1/30/2001 2:30:00 PM	1/30/2001 2:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	94461	3/20/2001 1:16:00 PM	3/20/2001 1:16:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	95267	5/29/2001 12:45:00 PM	5/29/2001 12:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
